"id_obs","coder_1","coder_2","consensus","sec_create_1","sec_create_2","sec_review_1","sec_review_2","created_at","text","type","error","TOXICITY","SEVERE_TOXICITY","INSULT_EXPERIMENTAL","THREAT_EXPERIMENTAL","date","tox_60","tox_70","tox_80","tox_90","insult_60","insult_70","insult_80","insult_90"
339117,1,1,1,11,25,4,0,"2022-11-22T10:17:25.000Z","@Sinfiltros_tv @cretton15 Tontito @cretton15... Tiene futuro....","replied_to","No Error",0.3722269,0.0077819824,0.43450394,0.0065956907,"2022-11-22",0,0,0,0,0,0,0,0
346694,0,1,0,9,6,0,0,"2022-12-12T00:22:15.000Z","@mcubillossigall @mcubillossigall te lo explico así, el plebiscito de entrada anterior dejamos clarito que no queríamos que el corrupto congreso metiera las manos en una nueva constitución.","replied_to","No Error",0.24442963,0.004787445,0.26957804,0.006440342,"2022-12-12",0,0,0,0,0,0,0,0
357418,1,1,1,18,11,10,0,"2022-03-06T18:20:40.000Z","@DBullemore @cadasmel2010 @Pattysamiguel @tinkscl @JanisMeneses_D6 Bueno, entiendo que tienes una ignorancia supina, bien, pero, leer, informarse, es obligatorio para la ignorancia. Lea, y entenderá, señor Lagos y cambios a constitución, entendió ahora??🤡🤡","replied_to","No Error",0.37576625,0.01083374,0.43450394,0.0062526283,"2022-03-06",0,0,0,0,0,0,0,0
364598,1,1,1,12,6,5,0,"2022-02-07T19:51:40.000Z","@FranciscaArauna Ni se arrugan, nos quieren llevar a su nefasta ideología vegana","replied_to","No Error",0.2855005,0.011978149,0.29855028,0.0060131317,"2022-02-07",0,0,0,0,0,0,0,0
369677,0,1,0,10,3,1,0,"2021-01-16T19:19:52.000Z","@felipeharboe @HeraldoMunoz A M A R I L L O O O O O O !!!!🤣🤣🤣🤣🤣🤣🤣🤣","replied_to","No Error",0.2330714,0.010375977,0.10294484,0.006912862,"2021-01-16",0,0,0,0,0,0,0,0
374954,1,1,1,18,23,0,0,"2022-06-08T00:43:53.000Z","@lalolandia23 @shernandez269 @Mister_Wolf_0 @fernando_atria No consumo drogas, ninguna. Y tu votaste por Piñera, DOS VECES!! De quien es la culpa, del chancho o quien le da de comer?? Y no se de donde sacas que menos del 5% es de izquierda si ustedes ven comunistas en todos las 🤣🤣🤣🤣🤣🤣 ponte de acuerdo","replied_to","No Error",0.28425202,0.013478675,0.2735258,0.006912862,"2022-06-08",0,0,0,0,0,0,0,0
383886,0,0,1,4,8,1,0,"2021-09-08T23:24:44.000Z","@0099430605 @Ajerezd @SrCaviedes @ElisaLoncon Un poco narcisista el compadre.","quoted","No Error",0.2763787,0.002746582,0.3388922,0.005551939,"2021-09-08",0,0,0,0,0,0,0,0
388859,0,0,1,9,34,1,0,"2022-02-09T17:42:28.000Z","@antonio_bzy @Hugo_Gutierrez_ No es gracias a la constitución, fue gracias a sucesivos gobiernos de centro izquierda.  Recuerda que Pinocho tuvo un crecimiento promedio menor a 3% anual.  Mediocre al menos.","replied_to","No Error",0.37751234,0.010986328,0.47384647,0.0064985976,"2022-02-09",0,0,0,0,0,0,0,0
389106,0,1,0,10,9,0,0,"2022-08-23T12:32:40.000Z","@BenitoBaranda Ahora se acordó q es catolico, pero para estar junto a gente q apoya el asesinato de niños antes de nacer no dices nada. Que hubiera dicho ud si estás religiosas hubieran apoyado al rechazo???","quoted","No Error",0.25462922,0.023076924,0.18604483,0.035113025,"2022-08-23",0,0,0,0,0,0,0,0
415332,0,0,1,15,8,1,0,"2022-10-12T00:37:07.000Z","@mcubillossigall @GmoRamirez En qué minuto el Rechazo significó entregar el poder constituyente en un traje a la medida para el Congreso, la UDI y sus intereses. Les importa un carajo la democracia, como siempre.","replied_to","No Error",0.36095104,0.017674843,0.34203702,0.006757513,"2022-10-12",0,0,0,0,0,0,0,0
427481,0,1,0,6,4,0,0,"2021-08-05T04:34:30.000Z","@LecterDarth @tere_marinovic @ElisaLoncon 🤣🤣🤣 y estos pájarones de donde salen ?!!","replied_to","No Error",0.23235008,0.0077438354,0.20668297,0.0069516995,"2021-08-05",0,0,0,0,0,0,0,0
432573,0,0,1,12,11,1,0,"2021-08-05T12:49:47.000Z","@ElisaLoncon Con respeto por la voluntad del pueblo cuestionando al Almirante? Falsa demócrata totalitaria y violenta ya le caerá  de vuelta su totalitarismo","replied_to","No Error",0.37073207,0.02258113,0.42881694,0.010964886,"2021-08-05",0,0,0,0,0,0,0,0
454623,0,1,0,24,11,0,0,"2021-11-21T13:06:41.000Z","@alburquismo @SergioPierry @IgnacioAchurra 🤣 la wea vende humo. Sindicatos fuertes chamullo, sistema de salud universal chamullo, pueblos originarios creo que este si que es el chamullo más grande. Puras weas. País Desarrollado, sera eso lo que quieren decir.","quoted","No Error",0.37751234,0.023076924,0.37052566,0.0071588317,"2021-11-21",0,0,0,0,0,0,0,0
488086,1,1,1,22,11,14,0,"2022-05-04T21:40:42.000Z","@danielstingo DIRECCIÓN GENERAL DE AGUAS, YA EXISTE. LACRAS LLEGAN TARDE A LA HISTORIA INVENTANDO LA POLVORA PERO AL PEO.","replied_to","No Error",0.3969567,0.016641939,0.47273466,0.007327127,"2022-05-04",0,0,0,0,0,0,0,0
500601,1,1,1,11,3,0,0,"2022-02-15T12:32:21.000Z","@ElisaLoncon @convencioncl Mari mari bla bla. Sigan destruyendo la Patria","replied_to","No Error",0.30539915,0.023076924,0.2735258,0.023371955,"2022-02-15",0,0,0,0,0,0,0,0
519657,0,0,1,13,15,3,0,"2022-06-17T20:58:57.000Z","@JanisMeneses_D6 No es problema del programa o sus panelistas, que tu no tengas idea de lo que profesas!!! solo sigues adoctrinamientos y por tanto, cualquier mortal debidamente informado, te dejará como una ignorante.","replied_to","No Error",0.3969567,0.01393057,0.47787863,0.0072882893,"2022-06-17",0,0,0,0,0,0,0,0
531604,0,0,1,9,11,1,0,"2022-10-03T15:44:14.000Z","@tere_marinovic Tecnicismo. Al final es una arma de guerra... Muy utilizada en EEUU para matar estudiantes.","replied_to","No Error",0.23379272,0.023076924,0.08533409,0.34804323,"2022-10-03",0,0,0,0,0,0,0,0
533681,0,0,1,9,9,1,0,"2022-05-06T04:12:52.000Z","@gdominguez_ @convencioncl on mentiroso CDraja yo firme varias incluso la de proteger los fondos con mas de 60mil firmas .. y no pescaron mas que las que tenian color rojo...","replied_to","No Error",0.36095104,0.017093835,0.41767508,0.006686311,"2022-05-06",0,0,0,0,0,0,0,0
542756,1,1,1,5,2,0,0,"2022-09-07T19:48:18.000Z","@Hugo_Gutierrez_ Silencio perdedor","quoted","No Error",0.3389984,0.0047683716,0.41767508,0.006003422,"2022-09-07",0,0,0,0,0,0,0,0
543619,0,0,1,15,306,1,0,"2021-10-15T22:00:30.000Z","@Chileresucita @ElisaLoncon @UC_Temuco Que he repetido? Dime, porque como escribes no das a entender nada. En cambio tú reputes el discurso del narcoterrorismo, en la población donde mataron a esta persona que te comente, ahí si hay narcotráfico, pero eso no importa, que sigan drogándose en las poblas","replied_to","No Error",0.3625127,0.02411546,0.37733194,0.02492592,"2021-10-15",0,0,0,0,0,0,0,0
552171,0,1,0,10,4,0,0,"2022-03-28T22:06:55.000Z","@baradit Iba a mandarme un discurso argumental en contra de este tweet...pero es baradit....baradit po wn...me quedo con mi opinión.","replied_to","No Error",0.25915736,0.007896423,0.16751462,0.0064985976,"2022-03-28",0,0,0,0,0,0,0,0
560903,0,0,1,18,16,0,0,"2022-11-12T16:37:20.000Z","@Nekk_Independ @ruth_uas @gabrielboric amiga la derecha miente a cada rato el de la carrera atacó a Emilia desde que está de diputada y ahora nos dice que somos transfobicos cuando el punto es que su sector está en contra de la identidad de género","replied_to","No Error",0.25084448,0.012833111,0.19734058,0.00713294,"2022-11-12",0,0,0,0,0,0,0,0
564239,1,1,1,6,6,3,0,"2022-05-07T21:48:20.000Z","@Hugo_Gutierrez_ Recuperar...expropiar, estatizar, palabras de comunistas qls","replied_to","No Error",0.37751234,0.023076924,0.40243408,0.0067834044,"2022-05-07",0,0,0,0,0,0,0,0
565624,0,0,1,17,7,1,0,"2021-07-06T13:31:03.000Z","@carlosverachile @adnradiochile @ElisaLoncon Esto funcionará si o si aunque el gobierno incompetente no sepa ni preparar lo que era su obligación.","replied_to","No Error",0.2359567,0.0048065186,0.26957804,0.006084333,"2021-07-06",0,0,0,0,0,0,0,0
568387,0,0,1,10,11,1,0,"2022-07-05T02:39:00.000Z","@Hugo_Gutierrez_ Ustedes son la representación de lo absurdo con un comentario así, primero veamos que pasa en septiembre y luego cantas victoria. Por lo demás decir que el pueblo se reencarna, no lo creo cuando más de la mitad de Chile votará #RechazoDeSalida2022","replied_to","No Error",0.26104406,0.008049011,0.33154017,0.007029374,"2022-07-05",0,0,0,0,0,0,0,0
577569,0,0,1,10,10,1,0,"2022-07-05T12:16:11.000Z","@Jaime_Bassa @PensarPublico Quedaste claro Jaime que tu no serás quién mejore la actual constitución, eres uno de los ideólogos de la NC y responsable de haber malgastado miles de millones en algo que no sirve.","replied_to","No Error",0.2359567,0.003528595,0.25404143,0.005644177,"2022-07-05",0,0,0,0,0,0,0,0
578058,1,1,1,3,9,0,0,"2022-08-01T22:27:02.000Z","@IgnacioAchurra @Diego_Schalper Los nazis hacían eso !","replied_to","No Error",0.22712809,0.016771052,0.15769513,0.007586042,"2022-08-01",0,0,0,0,0,0,0,0
590850,0,0,1,9,6,3,0,"2021-10-18T23:03:09.000Z","@RosariodeFerna1 @Control_slugs @lisantih @danielstingo Sí, la he leído. La leí antes de botarla a la basura.","replied_to","No Error",0.23235008,0.0074386597,0.16875735,0.0113014765,"2021-10-18",0,0,0,0,0,0,0,0
595703,0,1,0,12,5,0,0,"2022-11-19T04:50:08.000Z","@RenatoGarinG @biobio Lamentable el daño que te hicieron, debiera existir una ley de juzgar a los padres aunque sea después de muertos, pirque lo tuyo es un crimen de lesa humanidad.","replied_to","No Error",0.3389984,0.023076924,0.40243408,0.05042134,"2022-11-19",0,0,0,0,0,0,0,0
600135,0,0,1,17,17,1,0,"2022-03-31T12:56:07.000Z","@gdominguez_ @NoNeutrales @convencioncl @MEQChile Jajaja las propuestas se las pasan por donde quieran nada sirve con Uds todos expulsados del país por antipatriotas ese será tu castigo","replied_to","No Error",0.3266089,0.022193791,0.37392882,0.02924249,"2022-03-31",0,0,0,0,0,0,0,0
601592,0,0,1,17,17,1,0,"2022-03-31T13:43:57.000Z","@gdominguez_ @NoNeutrales @convencioncl @MEQChile Y ""con mi plata no "" q les paso ,se ponen sordos ,pero cuando es a favor de los empresarios corren ¿?no no no ya nos cansamos paren el webeo ,rechazo de salida y se acabó haber su lea gusta y somos todos los trabajadores q nos sentimos engañados ,traicionados q es peor!!","replied_to","No Error",0.3281604,0.014705247,0.3388922,0.0072753434,"2022-03-31",0,0,0,0,0,0,0,0
602001,1,1,1,14,14,7,0,"2022-10-08T02:27:47.000Z","@Rodrigo17028992 @liberatuvoz_com @tere_marinovic españa es nuestra madre patria. Y por otro lado como ustedes mate weas copian ideologías extranjeras como el comunismo importado de rusia y otros.","replied_to","No Error",0.39441586,0.023645958,0.43158367,0.01508414,"2022-10-08",0,0,0,0,0,0,0,0
603891,0,0,1,7,4,2,0,"2022-02-18T21:22:20.000Z","@Hugo_Gutierrez_ Tenemos a un monton de LOCOS, Chile lo destruyen desde la CC","replied_to","No Error",0.37751234,0.018707745,0.4596616,0.015774792,"2022-02-18",0,0,0,0,0,0,0,0
622341,0,1,0,13,3,0,0,"2021-09-23T03:25:07.000Z","@danielstingo @rafa_cavada A quien le hablas a todas todes todis todos u tudus","replied_to","No Error",0.32236105,0.015415368,0.33964422,0.0074436385,"2021-09-23",0,0,0,0,0,0,0,0
625418,0,0,1,6,12,1,0,"2022-01-05T06:36:36.000Z","@Fasat_Alfa @Caminoalcorazon @mdaza_abogado @criordor No te puedo creer? O sea con plata baila el mono","replied_to","No Error",0.24763705,0.008659363,0.24928534,0.0069516995,"2022-01-05",0,0,0,0,0,0,0,0
635302,0,0,1,9,16,4,0,"2022-08-05T05:08:10.000Z","@gdominguez_ Hoy el sistema público es pésimo y quieren empeorarlo metiendole a toda la gente que hoy tiene Isapre, es una estupidez!!","replied_to","No Error",0.36095104,0.014576134,0.39297962,0.007819066,"2022-08-05",0,0,0,0,0,0,0,0
640047,0,1,0,10,5,0,0,"2021-12-23T19:51:17.000Z","@IgnacioAchurra @gabrielboric Teniendo tanta otra cosa linda por dibujar. Zurdos concientizan desde niños, no respetan nada.","replied_to","No Error",0.36095104,0.023076924,0.38852,0.008556974,"2021-12-23",0,0,0,0,0,0,0,0
641082,0,0,1,16,16,1,0,"2022-03-03T01:48:10.000Z","@mcubillossigall @amorenoe Y esto?? Falto la comprension lectora parece? Por eso te pasan a comision de etica por venenosa, estoy segura que los abucheos fue por que dijo"" chilenos INDIGENAS"", NO CHILENOS, por que te gusta tanto distorsionar e informar mal 🤡🤡🤡🤡","replied_to","No Error",0.39987978,0.023552058,0.47384647,0.009463178,"2022-03-03",0,0,0,0,0,0,0,0
646852,0,0,1,17,10,9,0,"2022-08-05T15:02:46.000Z","@ApruebaxChile @gdominguez_ hoy el 80% se atiende en sistema publico y las listas de espera son eternas..  planteas que el 100% se atienda en un sistema que no aguanta a los que ya tiene ?    estan enfermos...  haganse verrrrr  !!!   RECHAZO","replied_to","No Error",0.32128486,0.014640691,0.36798462,0.010731863,"2022-08-05",0,0,0,0,0,0,0,0
654773,0,0,1,15,4,1,0,"2022-04-09T19:35:13.000Z","@ConstituyenteFA @labeasanchez @Jaime_Bassa #RechazoElMamarracho  y punto y cuando digo punto es punto.","replied_to","No Error",0.36456755,0.023076924,0.40243408,0.011922873,"2022-04-09",0,0,0,0,0,0,0,0
658335,0,1,0,8,5,1,0,"2021-05-23T00:49:43.000Z","@IgnacioAchurra @JaimeColomaT Las cabezas de serpientes están más venenosas hoy...","quoted","No Error",0.25462922,0.010528564,0.24928534,0.008505191,"2021-05-23",0,0,0,0,0,0,0,0
666271,1,1,1,6,84,0,0,"2022-06-27T15:39:07.000Z","@baradit Y los tuitter de años atrás? Ordinario ql, no se olvidan! No sé con qué cara sigues siendo figura pública después de eso, picante.","replied_to","No Error",0.2359567,0.0062179565,0.24171697,0.006058442,"2022-06-27",0,0,0,0,0,0,0,0
671827,1,1,1,9,10,0,0,"2022-01-06T10:53:26.000Z","@mcubillossigall @gabrielboric Que asusta más?? Que la gente no te quiera o que los comunistas te vayan a desayunar?? O ambas? Solo restas en el proceso así que en verdad lo que pienses no importa al final del día","replied_to","No Error",0.22846605,0.0073623657,0.22303216,0.006925808,"2022-01-06",0,0,0,0,0,0,0,0
675553,0,0,1,10,19,4,0,"2021-02-28T21:47:19.000Z","@escalybu18 @Hugo_Gutierrez_ Ojala los pillen a tiodos y los den de baja inmediatamente!!","replied_to","No Error",0.29771072,0.023076924,0.23237456,0.34804323,"2021-02-28",0,0,0,0,0,0,0,0
677661,1,1,1,11,10,0,0,"2022-11-29T04:30:23.000Z","@CNNChile Sres de la CPC, SNA, @JuanSutilS y demás Empresarios,Pasen la factura de sus MILLONARIAS PÉRDIDAS al @PRChile, @PollyanaConsti1,Pancho Malo,Team Patriota y @Parisi_oficial, ellos son los instigadores detrás del #ParoDeCamiones,éste monigote de @fuerzanorteofi con cuea sabe leer!","replied_to","No Error",0.39842087,0.023076924,0.4794537,0.008919456,"2022-11-29",0,0,0,0,0,0,0,0
683771,0,0,1,12,7,3,0,"2022-04-11T13:49:04.000Z","@baradit Una pena leerlos tanto resentimiento y odio no conduce a nada .  Lean y piensen luego escriban  .  Alguno de ustedes dice buenos días 🙋","replied_to","No Error",0.22445217,0.0032043457,0.2435641,0.0061037517,"2022-04-11",0,0,0,0,0,0,0,0
688330,0,0,1,6,8,1,0,"2021-07-08T22:59:35.000Z","@tthoro_veloz @tjholt @IgnacioAchurra @danielstingo @fernando_atria @maluchayallego Es lo mismo q se dice de la derecha... Si no piensas como ellos eres zurdo???","replied_to","No Error",0.32236105,0.0125103295,0.36798462,0.0071717775,"2021-07-08",0,0,0,0,0,0,0,0
695538,1,1,1,11,9,5,0,"2022-02-24T02:41:39.000Z","@berfontaine @BenitoBaranda @barcelobiobio21 @PatoFdez @JFuchslocher21 @felipeharboe @Bastianlabbed20 @GuillermoNamor @cesarvalenz Las más corruptas e ineficientes no podrán ser juzgadas como las otras.. #LindaLaWeá 👌","replied_to","No Error",0.38601747,0.021290002,0.47384647,0.0072235605,"2022-02-24",0,0,0,0,0,0,0,0
705750,0,0,1,25,8,1,0,"2022-09-24T14:59:38.000Z","@Jaime_Bassa @jgalemparte La hiciste pésimo y deberías tu y tu séquito no volver a ocupar cargos públicos","replied_to","No Error",0.36095104,0.016383713,0.4339631,0.009903334,"2022-09-24",0,0,0,0,0,0,0,0
711946,1,1,1,6,15,0,0,"2022-04-12T02:10:44.000Z","@fernando_atria Le cuento que pasó mientras dormia??... unos payasitos le agregaron : El pluri de nuevo.","replied_to","No Error",0.37340668,0.0127685545,0.43158367,0.0071847234,"2022-04-12",0,0,0,0,0,0,0,0
712020,0,0,1,19,25,1,0,"2021-07-09T03:45:48.000Z","@ElisaLoncon Ahora saben que no son presos ""políticos"", pero son delincuentes y lumpen. Ninguno fue una paloma que pasaba por ahí. Haga su trabajo y no gaste nuestras contribuciones en darse gustos politicos","replied_to","No Error",0.37955463,0.020515325,0.47384647,0.008841781,"2021-07-09",0,0,0,0,0,0,0,0
716676,0,0,1,14,11,2,0,"2022-07-11T12:51:56.000Z","@aguilo_sergio tu izquierda hace cambios… todos viven como burgueses podrías preguntarles a @Hugo_Gutierrez_  @carmen_hertz @camila_vallejo  si odian tanto las AFP por que tienen tantos millones en APV; odian las isapres están en ellas ; aman los hospitales públicos y se atienden en clínicas","replied_to","No Error",0.23198941,0.009994507,0.20901857,0.0066345283,"2022-07-11",0,0,0,0,0,0,0,0
718073,1,0,0,6,11,0,0,"2022-02-25T22:20:23.000Z","@Hugo_Gutierrez_ La izquierda democrática es la que no destruye,esa es la verdadera democracia.....o estos comunistas como Gutiérrez se creen democráticos???x favor...","replied_to","No Error",0.30439767,0.01159668,0.34101152,0.007754337,"2022-02-25",0,0,0,0,0,0,0,0
739155,1,0,0,10,138,0,0,"2022-03-13T20:23:54.000Z","@maluchayallego @Anonymus_Chile Ufff difícil, habría que hacer desaparecer 3 comunas de Santiago, además de Victoria de la noche a la mañana","replied_to","No Error",0.23271075,0.023364257,0.08212569,0.3077799,"2022-03-13",0,0,0,0,0,0,0,0
754579,0,0,1,4,5,0,0,"2021-11-16T10:02:50.000Z","@AndyRepublicana @aleporchile @rschwarzenbergs @mcubillossigall @joseantoniokast @realHenryBoys La peor derecha de la historia!!!","replied_to","No Error",0.3375374,0.01896597,0.37392882,0.008116818,"2021-11-16",0,0,0,0,0,0,0,0
759884,0,0,1,5,8,1,0,"2021-03-14T01:03:38.000Z","@felipeharboe Allá los políticos no son tan corruptos como acá, esa es la diferencia...","replied_to","No Error",0.27236435,0.004825592,0.3126888,0.005663596,"2021-03-14",0,0,0,0,0,0,0,0
760087,0,0,1,3,4,1,0,"2021-06-02T22:36:34.000Z","@baradit @FelipeDelpin La raja 👏🏼👏🏼👏🏼👏🏼","replied_to","No Error",0.2330714,0.011291504,0.082866095,0.0071717775,"2021-06-02",0,0,0,0,0,0,0,0
760667,1,0,0,5,4,0,0,"2021-07-10T18:27:02.000Z","@HarryJurgensen Jajajaja pobreza , se nota que todavía andai con 🍐","replied_to","No Error",0.25084448,0.008773804,0.2435641,0.006530962,"2021-07-10",0,0,0,0,0,0,0,0
762383,0,0,1,7,30,2,0,"2022-05-14T18:14:30.000Z","@rafaelgumucioa @danielstingo Desprecia a la gente que ha trabajado empleada y con imposiciones, pero verdad que Stingo de imposiciones no sabe nada","replied_to","No Error",0.23415339,0.0033950806,0.25205973,0.005744507,"2022-05-14",0,0,0,0,0,0,0,0
763900,1,0,0,12,5,7,0,"2022-06-30T23:47:35.000Z","@EugeFigueroaB @ElisaLoncon Esta vieja jugando con ka inteligencia y sentido común d ka gente....RECHAZO","replied_to","No Error",0.39644176,0.023076924,0.47630358,0.008867673,"2022-06-30",0,0,0,0,0,0,0,0
770739,0,0,1,8,12,1,0,"2022-01-27T15:39:39.000Z","@pafugo @mcubillossigall Que ignorancia mas supina. La CC No TIENE PODER DE NADA. EL PODER ES AUN DEL PUEBLO. LA COMISION SON SOLO OBREROS ARMANDO UN TEXTO.","replied_to","No Error",0.25462922,0.0051879883,0.26957804,0.0058221817,"2022-01-27",0,0,0,0,0,0,0,0
779681,0,0,1,11,19,1,0,"2021-10-29T12:39:32.000Z","@amaya_alvez Usteds apoyaron a esta gente….háganse cargo….muy tibia respuesta para el hecho repudiable de vetar a una Universidad por querellarse contra delicuentes. Esta gente va a hacer una constitución? @ElisaLoncon y @Jaime_Bassa trabajando para el crecimiento del rechazo a la salida.","replied_to","No Error",0.25084448,0.0074768066,0.26957804,0.008466354,"2021-10-29",0,0,0,0,0,0,0,0
791050,1,0,0,8,7,1,0,"2022-02-07T19:00:14.000Z","@melnicksergio @aallamand @mcubillossigall No siempre la historia hace justicia, ahi tiene al “heroico” allende, con estatua y todo , despues de arruinar el pais y la democracia","replied_to","No Error",0.25462922,0.008583069,0.26957804,0.007353018,"2022-02-07",0,0,0,0,0,0,0,0
805701,0,0,1,13,15,2,0,"2022-01-02T13:08:35.000Z","@tere_marinovic Boric y los Comunistas ya llegaron, ganaron por paliza nueva%, por culpa de la inoperancia de cúpula de Derecha tolerante, cómoda y peleadora, deberían los bla, bla, bla q no hacen nada, trabajar un poquito para unir y enfrentar el comunismo totalitario","replied_to","No Error",0.24763705,0.013801457,0.24835461,0.010084574,"2022-01-02",0,0,0,0,0,0,0,0
805906,1,0,0,6,6,1,0,"2021-11-20T19:00:03.000Z","@patriciapolitz @tere_marinovic @inddhh @convencioncl @tere_marinovic Miente,miente que algo queda,es el lema de la Dererecha!","replied_to","No Error",0.30136615,0.010681152,0.34032786,0.007081157,"2021-11-20",0,0,0,0,0,0,0,0
825552,0,0,1,8,14,1,0,"2021-08-28T22:30:49.000Z","@RoqueSagrado @convencioncl @ElisaLoncon @joseantoniokast @Ejercito_Chile @Armada_Chile @FACh_Chile @meganoticiascl @AndresMunday @RONUSAN @albertoplaza @Chileno51101624 @Regia_Pam @VivaChileTV @LlcMoneda Que saquen la cara todos los politicos que llamaron a votar APRUEBO, son igualmente complices de este desastre","replied_to","No Error",0.28857216,0.023076924,0.3388922,0.13178273,"2021-08-28",0,0,0,0,0,0,0,0
832016,0,0,1,7,9,1,0,"2022-02-10T19:34:48.000Z","@Alejand04184322 @mcubillossigall Jajaja!!! Uni o bicameralismo, si votan a los pelmazos de siempre, qué va a cambiar? No sea ingenuo y aprenda a votar por los mejores.","replied_to","No Error",0.32289913,0.009002686,0.36798462,0.0066733654,"2022-02-10",0,0,0,0,0,0,0,0
844005,0,0,1,4,5,1,0,"2021-03-22T22:47:26.000Z","@danielstingo Estos se superan solos, son una vergüenza","replied_to","No Error",0.37751234,0.009994507,0.47787863,0.0070034824,"2021-03-22",0,0,0,0,0,0,0,0
849262,0,0,1,10,9,1,0,"2022-01-05T13:14:03.000Z","@tere_marinovic En Chile la gente no piensa… caminan por la orilla de la playa con mascarilla!! De acuerdo en un lugar cerrado pero al aire libre y sin aglomeración? Realmente el cerebro en los pies","replied_to","No Error",0.3286776,0.023076924,0.34135336,0.007081157,"2022-01-05",0,0,0,0,0,0,0,0
849736,0,0,1,15,10,1,0,"2022-04-17T20:59:46.000Z","@JanisMeneses_D6 Despabilen señora, los únicos que mantienen vivo al general son ustedes .. la gente quería que le arreglaran la vida y ustedes se perdieron en el camino","replied_to","No Error",0.26104406,0.008659363,0.26957804,0.008712323,"2022-04-17",0,0,0,0,0,0,0,0
864019,1,1,1,3,3,0,0,"2022-07-18T20:28:55.000Z","@HernanLarrain Como podí dormir wn","replied_to","No Error",0.25462922,0.014253352,0.16824563,0.009359611,"2022-07-18",0,0,0,0,0,0,0,0
868527,1,1,1,10,10,0,0,"2022-05-17T12:53:33.000Z","@Gregormaxpower @EconomistaFlait @baradit Correcto, nacieron para abusar de nuestros dineros, financiar el saqueo de las empresas publicas, dinero barato casi gratis para sus inversiones y pensiones de hambre para los ahorrantes.","replied_to","No Error",0.2648175,0.010299683,0.27558193,0.0067834044,"2022-05-17",0,0,0,0,0,0,0,0
868578,1,0,0,16,4,0,0,"2022-01-06T00:21:14.000Z","@ruth_uas Como tomarla en serio si todo aquel que no piensa igual es de extrema izquierda 🤣🤣 capacidad de razonamiento 0%","replied_to","No Error",0.28548008,0.012130737,0.3388922,0.0070034824,"2022-01-06",0,0,0,0,0,0,0,0
870254,1,0,0,5,7,0,0,"2022-03-21T11:57:45.000Z","@Calamit36880898 @robertmondak @patriciapolitz La mierda atrae muchas moscas. Que algo sea mayoritario es correcto per se?","replied_to","No Error",0.36043653,0.021290002,0.17361937,0.007197669,"2022-03-21",0,0,0,0,0,0,0,0
870604,1,0,0,46,12,0,0,"2022-04-18T13:18:27.000Z","@Mrfirerfish @poroto_pompis @Jaime_Bassa Tan simple que son algunas personas, no ven las intenciones de estos constituyentes, quieren destruir Chile, ahi los quiero ver cuando esté el caos y ni la policía nos podrá ayudar, porque estará a cargo de un político de turno, la ignorancia es la peor aliada","replied_to","No Error",0.25462922,0.008583069,0.2735258,0.010680079,"2022-04-18",0,0,0,0,0,0,0,0
874611,1,1,1,4,4,1,0,"2021-07-15T21:17:06.000Z","@biobio Trabajen Vagos !!! @ElisaLoncon","replied_to","No Error",0.3260917,0.0066375732,0.37846634,0.0064985976,"2021-07-15",0,0,0,0,0,0,0,0
882279,1,0,0,7,7,0,0,"2021-07-15T23:37:40.000Z","@MarcelaBH201 @Layo1997 @ElisaLoncon @Jaime_Bassa @convencioncl Hasta centro de torturas y violaciones con lumas,sorry no les creo nada.","replied_to","No Error",0.2854835,0.023076924,0.26957804,0.046541955,"2021-07-15",0,0,0,0,0,0,0,0
890171,0,0,1,10,11,1,0,"2021-12-28T14:00:33.000Z","@Clauxth @El_Ciudadano @mdaza_abogado Hubo un gobierno que fue tan malo que tuvieron que interrumpirlo a los 3 años y que gano con un porcentaje mínimo. Es un sr de bigote y lentes que posaba con guerrilleros y alcanzo un 600% de inflación","replied_to","No Error",0.295883,0.0118255615,0.34135336,0.007521313,"2021-12-28",0,0,0,0,0,0,0,0
899362,1,1,1,20,7,4,0,"2022-06-19T13:25:55.000Z","@MEQChile Ya con dos ex presidentes que no asistirán a la ceremonia final queda claro que el proyecto de NC es un palo con caca.","replied_to","No Error",0.36095104,0.020127986,0.344702,0.009230154,"2022-06-19",0,0,0,0,0,0,0,0
904910,0,0,1,7,8,1,0,"2022-02-15T22:04:00.000Z","@TomasVinuelaCox @pablolagos75 @cpgonzale @JoignantAlfredo @patriciapolitz @biobio los ultra izq no juntan 2/3 por eso siguen webiando","replied_to","No Error",0.39842087,0.021031776,0.40243408,0.0072882893,"2022-02-15",0,0,0,0,0,0,0,0
909225,0,0,1,9,5,2,0,"2022-07-21T10:44:05.000Z","@latercera @PDC_Chile A proposito, los fachos de la @ximerincon @fchahin  y los otros...ya los pasaron al tribunal supremo?... ya los echaron?","replied_to","No Error",0.32397532,0.019095084,0.36798462,0.0138755,"2022-07-21",0,0,0,0,0,0,0,0
909981,1,1,1,3,4,0,0,"2022-04-19T12:27:30.000Z","@Jaime_Bassa Que es esa wea de nna.??","replied_to","No Error",0.37751234,0.015092585,0.36798462,0.006304411,"2022-04-19",0,0,0,0,0,0,0,0
911182,0,0,1,5,5,1,0,"2022-07-21T13:22:59.000Z","@fernando_atria Jajajaja estás peor que Cantinflas","replied_to","No Error",0.39644176,0.012435913,0.47384647,0.006433869,"2022-07-21",0,0,0,0,0,0,0,0
